time_s,u1_m,u2_m,u3_m,drift1_m,drift2_m,drift3_m,V1_kN,V2_kN,V3_kN,Vbase_kN,Mb_kNm
4.860000000000000320e+00,-1.297262843199765460e-02,-2.017725283827322136e-02,-2.569884746728436781e-02,-1.297262843199765460e-02,-7.204624406275566759e-03,-5.521594629011146449e-03,-8.302482196478499077e+01,-4.610959620016362948e+01,-1.766910281283566775e+01,-8.302482196478499077e+01,-4.404105629333528213e+02
4.870000000000000107e+00,-1.594332217234922452e-02,-2.423085938338731191e-02,-2.855655455566317655e-02,-1.594332217234922452e-02,-8.287537211038087381e-03,-4.325695172275864642e-03,-1.020372619030350307e+02,-5.304023815064375924e+01,-1.384222455128276685e+01,-1.020372619030350307e+02,-5.067591738148846616e+02
4.879999999999999893e+00,-1.861293893256408746e-02,-2.795531600839739825e-02,-3.129098006212142902e-02,-1.861293893256408746e-02,-9.342377075833310784e-03,-3.335664053724030770e-03,-1.191228091684101571e+02,-5.979121328533318547e+01,-1.067412497191689802e+01,-1.191228091684101571e+02,-5.687644422769808443e+02
4.889999999999999680e+00,-2.092219215407357946e-02,-3.127637529121116144e-02,-3.390836463530216838e-02,-2.092219215407357946e-02,-1.035418313713758198e-02,-2.631989344091006933e-03,-1.339020297860708979e+02,-6.626677207768052824e+01,-8.422365901091222185e+00,-1.339020297860708979e+02,-6.257735032945279272e+02
4.900000000000000355e+00,-2.282957200929652472e-02,-3.413593670405310615e-02,-3.641541669904770073e-02,-2.282957200929652472e-02,-1.130636469475658143e-02,-2.279479994994594583e-03,-1.461092608594977662e+02,-7.236073404644211848e+01,-7.294335983982702665e+00,-1.461092608594977662e+02,-6.772929926697677274e+02
4.910000000000000142e+00,-2.431071958178322029e-02,-3.649276656404577129e-02,-3.881695591571257542e-02,-2.431071958178322029e-02,-1.218204698226255100e-02,-2.324189351666804126e-03,-1.555886053234126223e+02,-7.796510068648032643e+01,-7.437405925333773204e+00,-1.555886053234126223e+02,-7.229733358056801080e+02
4.919999999999999929e+00,-2.535633484669545454e-02,-3.832183239840407374e-02,-4.111302791256179340e-02,-2.535633484669545454e-02,-1.296549755170861920e-02,-2.791195514157719659e-03,-1.622805430188509206e+02,-8.297918433093516910e+01,-8.931825645304702022e+00,-1.622805430188509206e+02,-7.625746589852724355e+02
4.929999999999999716e+00,-2.597028704568701135e-02,-3.961371783312264000e-02,-4.329708855320811567e-02,-2.597028704568701135e-02,-1.364343078743562865e-02,-3.683370720085475669e-03,-1.662098370923968673e+02,-8.731795703958802335e+01,-1.178678630427352303e+01,-1.662098370923968673e+02,-7.959437413087752020e+02
4.940000000000000391e+00,-2.616684733846149843e-02,-4.037285970446864714e-02,-4.535407990336387529e-02,-2.616684733846149843e-02,-1.420601236600714870e-02,-4.981220198895228157e-03,-1.674678229661535909e+02,-9.091847914244574724e+01,-1.593990463646473010e+01,-1.674678229661535909e+02,-8.229786202351921247e+02
4.950000000000000178e+00,-2.596688893480673596e-02,-4.061429697912123660e-02,-4.725810679870928038e-02,-2.596688893480673596e-02,-1.464740804431450064e-02,-6.643809819588043786e-03,-1.661880891827631217e+02,-9.374341148361280318e+01,-2.126019142268173923e+01,-1.661880891827631217e+02,-8.435750762671730172e+02
4.959999999999999964e+00,-2.539647543077523315e-02,-4.036227003259754142e-02,-4.897300595964417663e-02,-2.539647543077523315e-02,-1.496579460182230828e-02,-8.610735927046635207e-03,-1.625374427569614966e+02,-9.578108545166277565e+01,-2.755435496654923355e+01,-1.625374427569614966e+02,-8.576186495255203681e+02
4.969999999999999751e+00,-2.448995307477794259e-02,-3.965286000953212320e-02,-5.045788729362606778e-02,-2.448995307477794259e-02,-1.516290693475418061e-02,-1.080502728409394458e-02,-1.567356996785788397e+02,-9.704260438242675946e+01,-3.457608730910062178e+01,-1.567356996785788397e+02,-8.650631741103186414e+02
4.980000000000000426e+00,-2.329365803539883151e-02,-3.853698551191716420e-02,-5.167380196710846113e-02,-2.329365803539883151e-02,-1.524332747651833270e-02,-1.313681645519129693e-02,-1.490794114265525252e+02,-9.755729584971733459e+01,-4.203781265661214661e+01,-1.490794114265525252e+02,-8.660235597986459197e+02
4.990000000000000213e+00,-2.186520600383724811e-02,-3.707891768748788897e-02,-5.258649895147524816e-02,-2.186520600383724811e-02,-1.521371168365064086e-02,-1.550758126398735920e-02,-1.399373184245583843e+02,-9.736775477536410506e+01,-4.962426004475955210e+01,-1.399373184245583843e+02,-8.607879997340462523e+02
5.000000000000000000e+00,-2.026925310850277370e-02,-3.535129145170956555e-02,-5.316602704920081468e-02,-2.026925310850277370e-02,-1.508203834320679185e-02,-1.781473559749124913e-02,-1.297232198944177526e+02,-9.652504539652346693e+01,-5.700715391197199722e+01,-1.297232198944177526e+02,-8.497662576087395792e+02
5.009999999999999787e+00,-1.857394765734916506e-02,-3.343086677446115151e-02,-5.338720696178276409e-02,-1.857394765734916506e-02,-1.485691911711198646e-02,-1.995634018732161258e-02,-1.188732650070346608e+02,-9.508428234951671243e+01,-6.386028859942916114e+01,-1.188732650070346608e+02,-8.334535078679415392e+02
5.019999999999999574e+00,-1.684838281056050963e-02,-3.139539606338181271e-02,-5.323110298880314589e-02,-1.684838281056050963e-02,-1.454701325282130309e-02,-2.183570692542133318e-02,-1.078296499875872598e+02,-9.310088481805634331e+01,-6.987426216134826973e+01,-1.078296499875872598e+02,-8.124143909009756044e+02
5.030000000000000249e+00,-1.515841389825848054e-02,-2.931898990473081473e-02,-5.268467407683402604e-02,-1.515841389825848054e-02,-1.416057600647233419e-02,-2.336568417210321130e-02,-9.701384894885427457e+01,-9.062768644142293795e+01,-7.477018935073027706e+01,-9.701384894885427457e+01,-7.872351742230225682e+02
5.040000000000000036e+00,-1.356161639108226062e-02,-2.726673281939891863e-02,-5.173916612581676289e-02,-1.356161639108226062e-02,-1.370511642831665801e-02,-2.447243330641784426e-02,-8.679434490292646842e+01,-8.771274514122660548e+01,-7.831178658053710251e+01,-8.679434490292646842e+01,-7.584566298740704724e+02
5.049999999999999822e+00,-1.210454029943059361e-02,-2.529167516250459269e-02,-5.039021122676849013e-02,-1.210454029943059361e-02,-1.318713486307399908e-02,-2.509853606426389744e-02,-7.746905791635579419e+01,-8.439766312367359546e+01,-8.031531540564446914e+01,-7.746905791635579419e+01,-7.265461093370215622e+02
5.059999999999999609e+00,-1.082210752683394374e-02,-2.343406049868854146e-02,-4.863936763737777835e-02,-1.082210752683394374e-02,-1.261195297185459772e-02,-2.520530713868923689e-02,-6.926148817173724126e+01,-8.071649901986943121e+01,-8.065698284380556515e+01,-6.926148817173724126e+01,-6.919049101062366844e+02
5.070000000000000284e+00,-9.736892433895603938e-03,-2.172055419635083098e-02,-4.649478079745365117e-02,-9.736892433895603938e-03,-1.198366176245522705e-02,-2.477422660110282018e-02,-6.231611157693186698e+01,-7.669543527971345043e+01,-7.927752512352903125e+01,-6.231611157693186698e+01,-6.548672159405230104e+02
5.080000000000000071e+00,-8.859033005239252273e-03,-2.016422973609698077e-02,-4.397167999627595719e-02,-8.859033005239252273e-03,-1.130519673085772850e-02,-2.380745026017897642e-02,-5.669781123353121188e+01,-7.235325907748946861e+01,-7.618384083257272721e+01,-5.669781123353121188e+01,-6.157047334307802657e+02
5.089999999999999858e+00,-8.188840016572641878e-03,-1.876740604314128952e-02,-4.109480725494802505e-02,-8.188840016572641878e-03,-1.057856602656864764e-02,-2.232740121180673554e-02,-5.240857610606490624e+01,-6.770282257003934490e+01,-7.144768387778155727e+01,-5.240857610606490624e+01,-5.746772476616573613e+02
5.099999999999999645e+00,-7.720505345631845096e-03,-1.752579019076316164e-02,-3.790128161045525079e-02,-7.720505345631845096e-03,-9.805284845131316540e-03,-2.037549141969208916e-02,-4.941123421204380861e+01,-6.275382300884042763e+01,-6.520157254301469152e+01,-4.941123421204380861e+01,-5.320998892916967407e+02
5.110000000000000320e+00,-7.443677030412533709e-03,-1.643070733274067455e-02,-3.444077354552554926e-02,-7.443677030412533709e-03,-8.987030302328141707e-03,-1.801006621278487471e-02,-4.763953299464021285e+01,-5.751699393490010692e+01,-5.763221188091159775e+01,-4.763953299464021285e+01,-4.883662164313558378e+02
5.120000000000000107e+00,-7.343313297905793534e-03,-1.546975969213718917e-02,-3.077346273173509061e-02,-7.343313297905793534e-03,-8.126446394231396503e-03,-1.530370303959790144e-02,-4.699720510659707884e+01,-5.200925692308094028e+01,-4.897184972671328751e+01,-4.699720510659707884e+01,-4.439349352691739341e+02
5.129999999999999893e+00,-7.400230733426787014e-03,-1.462821648815357256e-02,-2.696824102558328246e-02,-7.400230733426787014e-03,-7.227985754726785547e-03,-1.234002453742970989e-02,-4.736147669393143644e+01,-4.625910883025142795e+01,-3.948807851977507255e+01,-4.736147669393143644e+01,-3.993259921318738179e+02
5.139999999999999680e+00,-7.591733046053377072e-03,-1.389040814297356520e-02,-2.310061095315722388e-02,-7.591733046053377072e-03,-6.298675096920188128e-03,-9.210202810183658675e-03,-4.858709149474161393e+01,-4.031152062028920113e+01,-2.947264899258770754e+01,-4.858709149474161393e+01,-3.551137833228555678e+02
5.150000000000000355e+00,-7.890555205132758487e-03,-1.323923096536711204e-02,-1.924856686774643194e-02,-7.890555205132758487e-03,-5.348675760234353552e-03,-6.009335902379319902e-03,-5.049955331284965609e+01,-3.423152486549986406e+01,-1.922987488761382480e+01,-5.049955331284965609e+01,-3.118828591978900704e+02
5.160000000000000142e+00,-8.263796773416947142e-03,-1.265529898662932917e-02,-1.548816741263046685e-02,-8.263796773416947142e-03,-4.391502213212382030e-03,-2.832868426001137682e-03,-5.288829934986846126e+01,-2.810561416455924544e+01,-9.065178963203640805e+00,-5.288829934986846126e+01,-2.701772774328940159e+02
5.169999999999999929e+00,-8.674464639498759289e-03,-1.211828757490068277e-02,-1.189149523990318952e-02,-8.674464639498759289e-03,-3.443822935401923482e-03,2.267923349974932529e-04,-5.551657369279205767e+01,-2.204046678657230984e+01,7.257354719919784092e-01,-5.551657369279205767e+01,-2.304939150221171644e+02
5.179999999999999716e+00,-9.084461592523343162e-03,-1.160932653532128871e-02,-8.525984878552906113e-03,-9.084461592523343162e-03,-2.524864942797945544e-03,3.083341656768382594e-03,-5.814055419214939491e+01,-1.615913563390684970e+01,9.866693301658823856e+00,-5.814055419214939491e+01,-1.932989895731922729e+02
5.190000000000000391e+00,-9.456351892450391358e-03,-1.111184223038569167e-02,-5.452610207474868111e-03,-9.456351892450391358e-03,-1.655490337935300316e-03,5.659232022910823563e-03,-6.052065211168250158e+01,-1.059513816278592202e+01,1.810954247331463662e+01,-6.052065211168250158e+01,-1.590187434034613148e+02
5.200000000000000178e+00,-9.754149626070284310e-03,-1.061116465214565971e-02,-2.723307674980694065e-03,-9.754149626070284310e-03,-8.570150260753753996e-04,7.887856977164965644e-03,-6.242655760684981914e+01,-5.484896166882402113e+00,2.524114232692788917e+01,-6.242655760684981914e+01,-1.280109343404130016e+02
5.209999999999999964e+00,-9.944695906967998891e-03,-1.009455187694810810e-02,-3.793175501298409334e-04,-9.944695906967998891e-03,-1.498559699801092077e-04,9.715234326818266569e-03,-6.364605380459519068e+01,-9.590782078726989290e-01,3.108874984581845169e+01,-6.364605380459519068e+01,-1.005491464999482787e+02
5.219999999999999751e+00,-9.999206455278346339e-03,-9.551328947267486227e-03,1.549856788716421664e-03,-9.999206455278346339e-03,4.478775080108601120e-04,1.110118573598390876e-02,-6.399492131378141835e+01,2.866416051269504717e+00,3.552379435514851025e+01,-6.399492131378141835e+01,-7.681413272209022125e+01
5.230000000000000426e+00,-9.894006880767627563e-03,-8.972277832890425756e-03,3.047753569518371966e-03,-9.894006880767627563e-03,9.217290478772018070e-04,1.202003140240879772e-02,-6.332164403691281507e+01,5.899065906414091565e+00,3.846410048770815138e+01,-6.332164403691281507e+01,-5.687543292837170839e+01
5.240000000000000213e+00,-9.611079943172772325e-03,-8.349008806802832652e-03,4.111825393153633289e-03,-9.611079943172772325e-03,1.262071136369939672e-03,1.246083419995646507e-02,-6.151091163630574243e+01,8.077255272767613903e+00,3.987466943986068912e+01,-6.151091163630574243e+01,-4.067696077103227026e+01
5.250000000000000000e+00,-9.138854023680012886e-03,-7.673840396807816121e-03,4.753396873648930120e-03,-9.138854023680012886e-03,1.465013626872196766e-03,1.242723727045674624e-02,-5.848866575155208380e+01,9.376087211982058633e+00,3.976715926546158641e+01,-5.848866575155208380e+01,-2.803625782232529673e+01
5.259999999999999787e+00,-8.472156348436321247e-03,-6.939187297928598765e-03,4.997755594789496728e-03,-8.472156348436321247e-03,1.532969050507722482e-03,1.193694289271809636e-02,-5.422180062999245820e+01,9.811001923249424550e+00,3.819821725669790879e+01,-5.422180062999245820e+01,-1.863774435013539232e+01
5.269999999999999574e+00,-7.611085257218023863e-03,-6.136239611917655365e-03,4.884640211703247803e-03,-7.611085257218023863e-03,1.474845645300368498e-03,1.102087982362090317e-02,-4.871094564619535561e+01,9.439012129922359051e+00,3.526681543558689214e+01,-4.871094564619535561e+01,-1.201535424205832214e+01
5.280000000000000249e+00,-6.560458735553651756e-03,-5.254587087388200642e-03,4.467515854730896331e-03,-6.560458735553651756e-03,1.305871648165451114e-03,9.722102942119097840e-03,-4.198693590754336924e+01,8.357578548258887352e+00,3.111072941478111176e+01,-4.198693590754336924e+01,-7.555883833510108616e+00
5.290000000000000036e+00,-5.330623111149675880e-03,-4.283571959523076352e-03,3.810891933590834692e-03,-5.330623111149675880e-03,1.047051151626599529e-03,8.094463893113910610e-03,-3.411598791135792652e+01,6.701127370410237205e+00,2.590228445796451240e+01,-3.411598791135792652e+01,-4.537728248949520093e+00
5.299999999999999822e+00,-3.938265664754566318e-03,-3.214014126047992637e-03,2.987070674999571084e-03,-3.938265664754566318e-03,7.242515387065736818e-04,6.201084801047564155e-03,-2.520490025442922288e+01,4.635209847722071785e+00,1.984347136335220441e+01,-2.520490025442922288e+01,-2.178657130064834746e+00
5.309999999999999609e+00,-2.406359338479862036e-03,-2.039405749451578698e-03,2.073254100810419109e-03,-2.406359338479862036e-03,3.669535890282833376e-04,4.112659850261997374e-03,-1.540069976627111714e+01,2.348502969781013583e+00,1.316051152083839071e+01,-1.540069976627111714e+01,3.249441730448410226e-01
5.320000000000000284e+00,-7.642209755362509805e-04,-7.574937818362847660e-04,1.148109363690980999e-03,-7.642209755362509805e-04,6.727193699966214566e-06,1.905603145527265656e-03,-4.891014243432006303e+00,4.305403967978377322e-02,6.097930065687250156e+00,-4.891014243432006303e+00,3.749909585805085044e+00
5.330000000000000071e+00,9.516995660066669607e-04,6.272004402240216906e-04,2.872573130653221108e-04,9.516995660066669607e-04,-3.244991257826452700e-04,-3.399431271586995798e-04,6.090877222442668604e+00,-2.076794405008929534e+00,-1.087818006907838697e+00,6.090877222442668604e+00,8.778794431577704671e+00
5.339999999999999858e+00,2.697314667340443457e-03,2.101010116348049628e-03,-4.412181194540946223e-04,2.697314667340443457e-03,-5.963045509923938295e-04,-2.542228235802144413e-03,1.726281387097883879e+01,-3.816349126351320287e+00,-8.135130354566861399e+00,1.726281387097883879e+01,1.593400317018196688e+01
5.349999999999999645e+00,4.421615690715747886e-03,3.639931862597726650e-03,-9.801953824368717788e-04,4.421615690715747886e-03,-7.816838281180212358e-04,-4.620127245034598429e-03,2.829834042058078580e+01,-5.002776499955335687e+00,-1.478440718411071586e+01,2.829834042058078580e+01,2.553347020954421964e+01
5.360000000000000320e+00,6.068602951622819805e-03,5.209733989832950225e-03,-1.285738494396415979e-03,6.068602951622819805e-03,-8.588689617898695797e-04,-6.495472484229366204e-03,3.883905889038604897e+01,-5.496761355455165088e+00,-2.078551194953397285e+01,3.883905889038604897e+01,3.767035675619075619e+01
5.370000000000000107e+00,7.580210016297580893e-03,6.767295589371994345e-03,-1.328159275721081146e-03,7.580210016297580893e-03,-8.129144269255865474e-04,-8.095454865093075492e-03,4.851334410430451527e+01,-5.202652332323753903e+00,-2.590545556829784246e+01,4.851334410430451527e+01,5.221570861104871142e+01
5.379999999999999893e+00,8.899766162752528395e-03,8.262872879811141574e-03,-1.092180383896735251e-03,8.899766162752528395e-03,-6.368932829413868207e-04,-9.355053263707877043e-03,5.695850344161618040e+01,-4.076117010824875209e+00,-2.993617044386520831e+01,5.695850344161618040e+01,6.883864796077830306e+01
5.389999999999999680e+00,9.975455093213575139e-03,9.642881029356871816e-03,-5.765507224428005704e-04,9.975455093213575139e-03,-3.325740638567033225e-04,-1.021943175179967217e-02,6.384291259656688311e+01,-2.128474008682901264e+00,-3.270218160575895183e+01,6.384291259656688311e+01,8.703677094637509981e+01
5.400000000000000355e+00,1.076405729051518358e-02,1.085357360251623139e-02,2.073495456051444074e-04,1.076405729051518358e-02,8.951631200104781527e-05,-1.064622405691108623e-02,6.888996665929717267e+01,5.729043968067060177e-01,-3.406791698211547725e+01,6.888996665929717267e+01,1.061848622219651475e+02
5.410000000000000142e+00,1.123529142294059889e-02,1.184599791284327540e-02,1.238393391767970237e-03,1.123529142294059889e-02,6.107064899026765081e-04,-1.060760452107530581e-02,7.190586510681983157e+01,3.908521535377129652e+00,-3.394433446744098148e+01,7.190586510681983157e+01,1.256101565242679499e+02
5.419999999999999929e+00,1.137536572256229311e-02,1.258085401020600513e-02,2.488826567446357670e-03,1.137536572256229311e-02,1.205488287643712020e-03,-1.009202744275964833e-02,7.280234062439868126e+01,7.715125040919756927e+00,-3.229448781683087333e+01,7.280234062439868126e+01,1.446689335454626644e+02
5.429999999999999716e+00,1.118782185518488528e-02,1.303126715521671017e-02,3.925761800122221784e-03,1.118782185518488528e-02,1.843445300031824885e-03,-9.105505355094488384e-03,7.160205987318326493e+01,1.179804992020367926e+01,-2.913761713630236372e+01,7.160205987318326493e+01,1.627874779712537361e+02
5.440000000000000391e+00,1.069187365799065953e-02,1.318349467157449093e-02,5.511198855592433846e-03,1.069187365799065953e-02,2.491621013583831395e-03,-7.672295815982057079e-03,6.842799141114022632e+01,1.594637448693652004e+01,-2.455134661114258421e+01,6.842799141114022632e+01,1.794690578608025078e+02
5.450000000000000178e+00,9.919727880632457293e-03,1.303680161847378671e-02,7.201922313580730317e-03,9.919727880632457293e-03,3.117073737841329420e-03,-5.834879304893056395e-03,6.348625843604772712e+01,1.994927192218450784e+01,-1.867161377565778224e+01,6.348625843604772712e+01,1.942917497477233439e+02
5.459999999999999964e+00,8.912873620663995869e-03,1.260221399574528237e-02,8.949074724907225831e-03,8.912873620663995869e-03,3.689340375081286497e-03,-3.653139270838056535e-03,5.704239117224957312e+01,2.361177840052023313e+01,-1.169004566668178136e+01,5.704239117224957312e+01,2.068923717182640871e+02
5.469999999999999751e+00,7.716800971740886764e-03,1.189932505556445634e-02,1.069662644008183457e-02,7.716800971740886764e-03,4.182524083823569577e-03,-1.202698615482621775e-03,4.938752621914167662e+01,2.676815413647084441e+01,-3.848635569544389678e+00,4.938752621914167662e+01,2.169211343582043980e+02
5.480000000000000426e+00,6.376237393321699740e-03,1.095299187228413254e-02,1.238056943893990625e-02,6.376237393321699740e-03,4.576754478962432801e-03,1.427577566655773705e-03,4.080791931725887878e+01,2.929122866535956859e+01,4.568248213298476301e+00,4.080791931725887878e+01,2.240021885877507657e+02
5.490000000000000213e+00,4.933762341689683882e-03,9.792650278176278852e-03,1.393149099215722046e-02,4.933762341689683882e-03,4.858887936486594970e-03,4.138840713980941610e-03,3.157607898681397529e+01,3.109688279351420803e+01,1.324429028473901226e+01,3.157607898681397529e+01,2.277517561952015797e+02
5.500000000000000000e+00,3.430659021913984481e-03,8.453131183510896596e-03,1.527927666133970484e-02,3.430659021913984481e-03,5.022472161596912114e-03,6.826145477828808247e-03,2.195621774024949957e+01,3.214382183422024042e+01,2.184366552905218484e+01,2.195621774024949957e+01,2.278311153105657638e+02
5.509999999999999787e+00,1.906401528033713818e-03,6.973488600357028756e-03,1.635626716461369146e-02,1.906401528033713818e-03,5.067087072323315372e-03,9.382778564256663567e-03,1.220096977941576810e+01,3.242935726286921749e+01,3.002489140562132519e+01,1.220096977941576810e+01,2.239656553437189075e+02
5.519999999999999574e+00,3.968006095229102757e-04,5.393989693057540252e-03,1.709879488718453466e-02,3.968006095229102757e-04,4.997189083534629706e-03,1.170480519412699441e-02,2.539523900946625723e+00,3.198201013462163189e+01,3.745537662120638345e+01,2.539523900946625723e+00,2.159307319703239045e+02
5.530000000000000249e+00,-1.065960123107369695e-03,3.754661455928013508e-03,1.745024742871576981e-02,-1.065960123107369695e-03,4.820621579035382770e-03,1.369558597278775630e-02,-6.822144787887165940e+00,3.085197810582645062e+01,4.382587511292081928e+01,-6.822144787887165940e+00,2.035671252925803003e+02
5.540000000000000036e+00,-2.451351071334428432e-03,2.095671658157043961e-03,1.736568466672819971e-02,-2.451351071334428432e-03,4.547022729491471960e-03,1.527001300857115662e-02,-1.568864685654034119e+01,2.910094546874542232e+01,4.886404162742770296e+01,-1.568864685654034119e+01,1.868290207188983345e+02
5.549999999999999822e+00,-3.730132101053178998e-03,4.562352493110061235e-04,1.681446554230259238e-02,-3.730132101053178998e-03,4.186367350364185447e-03,1.635823029299158723e-02,-2.387284544674034592e+01,2.679275104233078508e+01,5.234633693757307782e+01,-2.387284544674034592e+01,1.657987275994905758e+02
5.559999999999999609e+00,-4.876409553558146322e-03,-1.128611806586475195e-03,1.578002561644354512e-02,-4.876409553558146322e-03,3.747797746971670910e-03,1.690863742303002140e-02,-3.120902114277213713e+01,2.398590558061869515e+01,5.410763975369606982e+01,-3.120902114277213713e+01,1.406535725746278445e+02
5.570000000000000284e+00,-5.868856791237568940e-03,-2.630029804463150482e-03,1.425999313985203999e-02,-5.868856791237568940e-03,3.238826986774418458e-03,1.689002294431518961e-02,-3.756068346392044077e+01,2.072849271535627835e+01,5.404807342180860985e+01,-3.756068346392044077e+01,1.116476480197333672e+02
5.580000000000000071e+00,-6.689594048145329833e-03,-4.024605576205147507e-03,1.226812419230659777e-02,-6.689594048145329833e-03,2.664988471940182325e-03,1.629272976851174615e-02,-4.281340190813011048e+01,1.705592622041716666e+01,5.213673525923758945e+01,-4.281340190813011048e+01,7.913777871457398305e+01
5.589999999999999858e+00,-7.323124424169939056e-03,-5.293136070935530388e-03,9.835680939965448649e-03,-7.323124424169939056e-03,2.029988353234408668e-03,1.512881701090097904e-02,-4.686799631468760907e+01,1.299192546070021592e+01,4.841221443488313270e+01,-4.686799631468760907e+01,4.360843074268717601e+01
5.599999999999999645e+00,-7.756901247256064655e-03,-6.420559597491591088e-03,7.010686159613198874e-03,-7.756901247256064655e-03,1.336341649764473567e-03,1.343124575710478996e-02,-4.964416798243881601e+01,8.552586558492631497e+00,4.297998642273532965e+01,-4.964416798243881601e+01,5.665214996367410549e+00
5.610000000000000320e+00,-7.982198045389977611e-03,-7.395808153592128842e-03,3.856366764703177911e-03,-7.982198045389977611e-03,5.863898917978487696e-04,1.125217491829530632e-02,-5.108606749049585716e+01,3.752895307506232125e+00,3.600695973854497822e+01,-5.108606749049585716e+01,-3.397863733333394975e+01
5.620000000000000107e+00,-7.994751996308179648e-03,-8.211200807588707809e-03,4.493015059185273812e-04,-7.994751996308179648e-03,-2.164488112805281611e-04,8.660502313507234540e-03,-5.116641277637234708e+01,-1.385272392195380231e+00,2.771360740322315053e+01,-5.116641277637234708e+01,-7.451423329603369439e+01
5.629999999999999893e+00,-7.796449202220731914e-03,-8.862832871379780139e-03,-3.124011188697007127e-03,-7.796449202220731914e-03,-1.066383669159048225e-03,5.738821682682773012e-03,-4.989727489421268558e+01,-6.824855482617908642e+00,1.836422938458487408e+01,-4.989727489421268558e+01,-1.150737029767371951e+02
5.639999999999999680e+00,-7.397512255804972008e-03,-9.351638048961483096e-03,-6.771652234942345493e-03,-7.397512255804972008e-03,-1.954125793156511089e-03,2.579985814019137604e-03,-4.734407843715182196e+01,-1.250640507620167163e+01,8.255954604861241108e+00,-4.734407843715182196e+01,-1.547835867254767379e+02
5.650000000000000355e+00,-6.816961588472429494e-03,-9.683086598997955874e-03,-1.039961801184294959e-02,-6.816961588472429494e-03,-2.866125010525526380e-03,-7.165314128449937203e-04,-4.362855416622355165e+01,-1.834320006736336950e+01,-2.292900521103979905e+00,-4.362855416622355165e+01,-1.927939642640726845e+02
5.660000000000000142e+00,-6.081580985210171750e-03,-9.865866772920849764e-03,-1.391416027435099165e-02,-6.081580985210171750e-03,-3.784285787710678015e-03,-4.048293501430141883e-03,-3.892211830534510142e+01,-2.421942904134833796e+01,-1.295453920457645403e+01,-3.892211830534510142e+01,-2.282882596538096891e+02
5.669999999999999929e+00,-5.225410488110224759e-03,-9.911630697435440396e-03,-1.722505404241685134e-02,-5.225410488110224759e-03,-4.686220209325215637e-03,-7.313423344981410945e-03,-3.344262712390543868e+01,-2.999180933968138163e+01,-2.340295470394051591e+01,-3.344262712390543868e+01,-2.605121735025820158e+02
5.679999999999999716e+00,-4.289074737709436431e-03,-9.835129083381589574e-03,-2.024899236853188941e-02,-4.289074737709436431e-03,-5.546054345672153142e-03,-1.041386328515029984e-02,-2.745007832134039205e+01,-3.549474781230178166e+01,-3.332436251248095971e+01,-2.745007832134039205e+01,-2.888075659383694074e+02
5.690000000000000391e+00,-3.316821536266030459e-03,-9.652547771947156408e-03,-2.291083102282184120e-02,-3.316821536266030459e-03,-6.335726235681125515e-03,-1.325828325087468479e-02,-2.122765783210259372e+01,-4.054864790835920019e+01,-4.242650640279899221e+01,-2.122765783210259372e+01,-3.126084364297823299e+02
5.700000000000000178e+00,-2.352882595821865520e-03,-9.379510437806668280e-03,-2.514409209485487032e-02,-2.352882595821865520e-03,-7.026627841984802759e-03,-1.576458165704820030e-02,-1.505844861325993911e+01,-4.497041818870273744e+01,-5.044666130255424008e+01,-1.505844861325993911e+01,-3.314265843135507339e+02
5.709999999999999964e+00,-1.440548455609930037e-03,-9.031983400885864807e-03,-2.689393732938532774e-02,-1.440548455609930037e-03,-7.591434945275934987e-03,-1.786195392849946467e-02,-9.219510115903553071e+00,-4.858518364976598036e+01,-5.715825257119828962e+01,-9.219510115903553071e+00,-3.448888390106035331e+02
5.719999999999999751e+00,-6.227019223886240580e-04,-8.628713078773955769e-03,-2.812124146573075079e-02,-6.227019223886240580e-04,-8.006011156385332145e-03,-1.949252838695679502e-02,-3.985292303287193860e+00,-5.123847140086612484e+01,-6.237609083826174583e+01,-3.985292303287193860e+00,-3.527995636272451634e+02
5.730000000000000426e+00,6.012299936909986932e-05,-8.191134569240790878e-03,-2.880372303163874700e-02,6.012299936909986932e-05,-8.251257568609891499e-03,-2.061258846239795439e-02,3.847871959622391480e-01,-5.280804843910330248e+01,-6.596028307967345938e+01,3.847871959622391480e-01,-3.551506329684435741e+02
5.740000000000000213e+00,5.736262771462204016e-04,-7.741092246106980046e-03,-2.893450405506086190e-02,5.736262771462204016e-04,-8.314718523253199906e-03,-2.119341180895388185e-02,3.671208173735810654e+00,-5.321419854882047673e+01,-6.781891778865242770e+01,3.671208173735810654e+00,-3.520857244912112947e+02
5.750000000000000000e+00,8.921397706247868745e-04,-7.299614191041948162e-03,-2.852137346289416661e-02,8.921397706247868745e-04,-8.191753961666735362e-03,-2.122175927185221758e-02,5.709694531998636080e+00,-5.242722535466710809e+01,-6.790962966992709937e+01,5.709694531998636080e+00,-3.438814814777866786e+02
5.759999999999999787e+00,9.999640099075145835e-04,-6.886187719726656956e-03,-2.758622851841138063e-02,9.999640099075145835e-04,-7.886151729634171756e-03,-2.070004079868472541e-02,6.399769663408092946e+00,-5.047137106965870146e+01,-6.624013055579112574e+01,6.399769663408092946e+00,-3.309351958861251433e+02
