time_s,u1_m,u2_m,u3_m,drift1_m,drift2_m,drift3_m,V1_kN,V2_kN,V3_kN,Vbase_kN,Mb_kNm
1.269999999999999929e+01,-1.653629280604293136e-02,-3.156625797246728066e-02,-5.392218018182472206e-02,-1.653629280604293136e-02,-1.502996516642434929e-02,-2.235592220935744140e-02,-1.058322739586747616e+02,-9.619177706511582926e+01,-7.153895106994380626e+01,-1.058322739586747616e+02,-8.206890062812030919e+02
1.271000000000000085e+01,-1.624223970729954739e-02,-3.108959055185974221e-02,-5.321354503839381689e-02,-1.624223970729954739e-02,-1.484735084456019483e-02,-2.212395448653407468e-02,-1.039503341267171095e+02,-9.502304540518524334e+01,-7.079665435690904474e+01,-1.039503341267171095e+02,-8.093101016664340932e+02
1.272000000000000064e+01,-1.586947961826738057e-02,-3.041836794203593361e-02,-5.200635808217934919e-02,-1.586947961826738057e-02,-1.454888832376855304e-02,-2.158799014014341558e-02,-1.015646695569112410e+02,-9.311288527211874566e+01,-6.908156844845892408e+01,-1.015646695569112410e+02,-7.912773698324667748e+02
1.273000000000000043e+01,-1.542311729476889166e-02,-2.955739489564424699e-02,-5.031991150178689864e-02,-1.542311729476889166e-02,-1.413427760087535533e-02,-2.076251660614265165e-02,-9.870795068652090265e+01,-9.045937664560227631e+01,-6.644005313965648440e+01,-9.870795068652090265e+01,-7.668221414153390469e+02
1.274000000000000021e+01,-1.491084275362018416e-02,-2.851446487549654310e-02,-4.818343203143435338e-02,-1.491084275362018416e-02,-1.360362212187635894e-02,-1.966896715593781028e-02,-9.542939362316917595e+01,-8.706318158000870255e+01,-6.294069489900099512e+01,-9.542939362316917595e+01,-7.362998103065366422e+02
1.275000000000000000e+01,-1.434334935969605769e-02,-2.730151353028089506e-02,-4.563621866039262176e-02,-1.434334935969605769e-02,-1.295816417058483737e-02,-1.833470513011172670e-02,-9.179743590205477233e+01,-8.293225069174296493e+01,-5.867105641635752278e+01,-9.179743590205477233e+01,-7.002022290304657872e+02
1.275999999999999979e+01,-1.373485634206817949e-02,-2.593598349526536964e-02,-4.272782535632495965e-02,-1.373485634206817949e-02,-1.220112715319719016e-02,-1.679184186105959001e-02,-8.790308058923635315e+01,-7.808721378046202233e+01,-5.373389395539069113e+01,-8.790308058923635315e+01,-6.591725649752671643e+02
1.276999999999999957e+01,-1.310177866886185968e-02,-2.444034592278502074e-02,-3.951632207164772898e-02,-1.310177866886185968e-02,-1.133856725392316106e-02,-1.507597614886270823e-02,-8.385138348071589576e+01,-7.256683042510823611e+01,-4.824312367636066767e+01,-8.385138348071589576e+01,-6.139840127465544128e+02
1.277999999999999936e+01,-1.245927449166631812e-02,-2.283935635092899583e-02,-3.606429892207083099e-02,-1.245927449166631812e-02,-1.038008185926267771e-02,-1.322494257114183516e-02,-7.973935674666444129e+01,-6.643252389928113644e+01,-4.231981622765387385e+01,-7.973935674666444129e+01,-5.654750906207983689e+02
1.278999999999999915e+01,-1.181817418414018474e-02,-2.115738029264623010e-02,-3.243502548582693351e-02,-1.181817418414018474e-02,-9.339206108506045365e-03,-1.127764519318070341e-02,-7.563631477849718010e+01,-5.977091909443868900e+01,-3.608846461817825002e+01,-7.563631477849718010e+01,-5.144870954733423787e+02
1.280000000000000071e+01,-1.118382761427004490e-02,-1.941721303382172928e-02,-2.869024659923430712e-02,-1.118382761427004490e-02,-8.233385419551684375e-03,-9.273033565412577839e-03,-7.157649673132829093e+01,-5.269366668513077911e+01,-2.967370740932025086e+01,-7.157649673132829093e+01,-4.618316124773379556e+02
1.281000000000000050e+01,-1.055561253445785018e-02,-1.763910087159687237e-02,-2.488835362998440687e-02,-1.055561253445785018e-02,-7.083488337139022192e-03,-7.249252758387534495e-03,-6.755592022053023982e+01,-4.533432535768974248e+01,-2.319760882684010994e+01,-6.755592022053023982e+01,-4.082635632151802838e+02
1.282000000000000028e+01,-9.926601421705262898e-03,-1.583947993727296069e-02,-2.108245243291927487e-02,-9.926601421705262898e-03,-5.912878515567697793e-03,-5.242972495646314179e-03,-6.353024909891368566e+01,-3.784242249963326543e+01,-1.677751198606820537e+01,-6.353024909891368566e+01,-3.544505507538454481e+02
1.283000000000000007e+01,-9.284932787652192682e-03,-1.403105863697007294e-02,-1.731993444904447732e-02,-9.284932787652192682e-03,-4.746125849317880258e-03,-3.288875812074404381e-03,-5.942356984097403227e+01,-3.037520543563443454e+01,-1.052440259863809402e+01,-5.942356984097403227e+01,-3.009695336257397003e+02
1.283999999999999986e+01,-8.616605686571729428e-03,-1.222411448316695036e-02,-1.364338328930291000e-02,-8.616605686571729428e-03,-3.607508796595220932e-03,-1.419268806135959640e-03,-5.514627639405907189e+01,-2.308805629820941263e+01,-4.541660179635070627e+00,-5.514627639405907189e+01,-2.483279786157106912e+02
1.284999999999999964e+01,-7.907011909840829661e-03,-1.042649336509714891e-02,-1.009025607617127646e-02,-7.907011909840829661e-03,-2.519481455256319252e-03,3.362372889258724573e-04,-5.060487622298131072e+01,-1.612468131364044410e+01,1.075959324562791863e+00,-5.060487622298131072e+01,-1.969607946361768711e+02
1.285999999999999943e+01,-7.141124022185286156e-03,-8.642367057500039210e-03,-6.691345020581987088e-03,-7.141124022185286156e-03,-1.501243035314753053e-03,1.951022036918052122e-03,-4.570319374198582807e+01,-9.607955426014418876e+00,6.243270518137766345e+00,-4.570319374198582807e+01,-1.472036359495874365e+02
1.286999999999999922e+01,-6.305316240892675644e-03,-6.872850045399980443e-03,-3.471076193614178965e-03,-6.305316240892675644e-03,-5.675338045073047982e-04,3.401773851785801477e-03,-4.035402394171312324e+01,-3.632216348846750709e+00,1.088567632571456478e+01,-4.035402394171312324e+01,-9.930169189453592082e+01
1.288000000000000078e+01,-5.390934712153877539e-03,-5.118740787542301433e-03,-4.498800785150164241e-04,-5.390934712153877539e-03,2.721939246115761060e-04,4.668860709027285172e-03,-3.450198215778481625e+01,1.742041117514087079e+00,1.494035426888731166e+01,-3.450198215778481625e+01,-5.345876031415022567e+01
1.289000000000000057e+01,-4.396001285546875283e-03,-3.381893224814132987e-03,2.354870598700712064e-03,-4.396001285546875283e-03,1.014108060732742296e-03,5.736763823514845484e-03,-2.813440822750000336e+01,6.490291588689550473e+00,1.835764423524750555e+01,-2.813440822750000336e+01,-9.859417210688832256e+00
1.290000000000000036e+01,-3.324222001570420817e-03,-1.664410013185446723e-03,4.930150995267826818e-03,-3.324222001570420817e-03,1.659811988384974095e-03,6.594561008453273324e-03,-2.127502081005069456e+01,1.062279672566383404e+01,2.110259522705047530e+01,-2.127502081005069456e+01,3.135111342799083900e+01
1.291000000000000014e+01,-2.184918773778625478e-03,3.077605775750591580e-05,7.267200077802242648e-03,-2.184918773778625478e-03,2.215694831536131441e-03,7.236424020044736685e-03,-1.398348015218320306e+01,1.418044692183124056e+01,2.315655686414315895e+01,-1.398348015218320306e+01,7.006057090137360888e+01
1.291999999999999993e+01,-9.950924857634693178e-04,1.696771577399242264e-03,9.358847186655293651e-03,-9.950924857634693178e-04,2.691864063162711582e-03,7.662075609256050954e-03,-6.368591908886203967e+00,1.722793000424135457e+01,2.451864194961936150e+01,-6.368591908886203967e+00,1.061339401349235345e+02
1.292999999999999972e+01,2.201960891013193171e-04,3.320918426458336920e-03,1.119805674945921481e-02,2.201960891013193171e-04,3.100722337357017522e-03,7.877138323000878323e-03,1.409254970248443595e+00,1.984462295908491214e+01,2.520684263360281108e+01,1.409254970248443595e+00,1.393821616888084804e+02
1.293999999999999950e+01,1.431212568163799711e-03,4.886555018268032811e-03,1.277985574507071835e-02,1.431212568163799711e-03,3.455342450104233101e-03,7.893300726802686407e-03,9.159760436248317816e+00,2.211419168066709062e+01,2.525856232576859739e+01,9.159760436248317816e+00,1.695975433280520122e+02
1.294999999999999929e+01,2.607079159358616574e-03,6.374942848285499765e-03,1.410317382882256623e-02,2.607079159358616574e-03,3.767863688926883191e-03,7.728230980537066468e-03,1.668530661989514741e+01,2.411432760913205087e+01,2.473033913771861236e+01,1.668530661989514741e+01,1.965899201002374070e+02
1.296000000000000085e+01,3.716032120169751075e-03,7.764118136934735660e-03,1.516930121639956976e-02,3.716032120169751075e-03,4.048086016764984585e-03,7.405183079464834096e-03,2.378260556908640666e+01,2.590775050729590134e+01,2.369658585428746989e+01,2.378260556908640666e+01,2.201608257920093195e+02
1.297000000000000064e+01,4.724674631581429404e-03,9.027023252363942582e-03,1.597928757779358902e-02,4.724674631581429404e-03,4.302348620782513178e-03,6.952264325429646438e-03,3.023791764212114686e+01,2.753503117300808611e+01,2.224724584137486971e+01,3.023791764212114686e+01,2.400605839695123223e+02
1.298000000000000043e+01,5.600060547445568498e-03,1.013282432106787055e-02,1.653418460651562283e-02,5.600060547445568498e-03,4.532763773622302053e-03,6.401360285447752277e-03,3.584038750365164105e+01,2.900968815118273270e+01,2.048435291343280795e+01,3.584038750365164105e+01,2.560032857048015558e+02
1.299000000000000021e+01,6.313561377398072515e-03,1.105046876861314267e-02,1.683721309430087978e-02,6.313561377398072515e-03,4.736907391215070158e-03,5.786744325687737112e-03,4.040679281534766432e+01,3.031620730377644790e+01,1.851758184220075876e+01,4.040679281534766432e+01,2.677217458839746200e+02
1.300000000000000000e+01,6.842654169016268093e-03,1.175068606600593313e-02,1.689411744032714296e-02,6.842654169016268093e-03,4.908031896989665036e-03,5.143431374321209837e-03,4.379298668170411446e+01,3.141140414073385756e+01,1.645898039782787237e+01,4.379298668170411446e+01,2.749901136607975332e+02
1.300999999999999979e+01,7.170497361865692428e-03,1.220626262314495301e-02,1.671162861927331933e-02,7.170497361865692428e-03,5.035765261279260586e-03,4.505365996128366315e-03,4.589118311594042865e+01,3.222889767218726575e+01,1.441717118761077288e+01,4.589118311594042865e+01,2.776117559272153699e+02
1.301999999999999957e+01,7.286436957389544680e-03,1.239363402837619955e-02,1.629719259673393164e-02,7.286436957389544680e-03,5.107197070986654874e-03,3.903558568357732086e-03,4.663319652729308729e+01,3.268606125431459475e+01,1.249138741874474334e+01,4.663319652729308729e+01,2.754319356010572619e+02
1.302999999999999936e+01,7.187770039962257038e-03,1.229602369318521377e-02,1.566032157098234262e-02,7.187770039962257038e-03,5.108253653222956728e-03,3.364297877797128855e-03,4.600172825575844371e+01,3.269282338062692617e+01,1.076575320895081234e+01,4.600172825575844371e+01,2.683809145360085040e+02
1.303999999999999915e+01,6.879566433011668342e-03,1.190481131263469543e-02,1.481238419656218108e-02,6.879566433011668342e-03,5.025244879623027086e-03,2.907572883927485655e-03,4.402922517127467472e+01,3.216156722958737646e+01,9.304233228567953873e+00,4.402922517127467472e+01,2.564850768882899956e+02
1.305000000000000071e+01,6.371732895584268815e-03,1.121813099930928440e-02,1.376396013350776257e-02,6.371732895584268815e-03,4.846398103725015581e-03,2.545829134198478172e-03,4.077909053173932108e+01,3.101694786384009817e+01,8.146653229435131038e+00,4.077909053173932108e+01,2.398280748750436260e+02
1.306000000000000050e+01,5.676799709869876157e-03,1.023997135623932152e-02,1.252313640268640400e-02,5.676799709869876157e-03,4.563171646369445361e-03,2.283165046447082486e-03,3.633151814316720873e+01,2.920429853676445120e+01,7.306128148630664398e+00,3.633151814316720873e+01,2.185258344856869428e+02
1.307000000000000028e+01,4.810424877306977709e-03,8.981638080836216315e-03,1.109667980788446237e-02,4.810424877306977709e-03,4.171213203529238606e-03,2.115041727048246056e-03,3.078671921476465911e+01,2.669576450258712796e+01,6.768133526554387380e+00,3.078671921476465911e+01,1.927518517317185456e+02
1.308000000000000007e+01,3.791714434812776344e-03,7.462624814275043393e-03,9.491166454627875809e-03,3.791714434812776344e-03,3.670910379462267049e-03,2.028541640352832416e-03,2.426697238280176805e+01,2.349382642855850989e+01,6.491333249129064065e+00,2.426697238280176805e+01,1.627563961814680056e+02
1.308999999999999986e+01,2.641045321557035624e-03,5.708538342160108386e-03,7.711708522950122720e-03,2.641045321557035624e-03,3.067493020603072763e-03,2.003170180790014333e-03,1.690269005796502810e+01,1.963195533185966468e+01,6.410144578528045756e+00,1.690269005796502810e+01,1.288343699050582245e+02
1.309999999999999964e+01,1.378428426928774136e-03,3.749087961462261274e-03,5.761240500161620391e-03,1.378428426928774136e-03,2.370659534533487139e-03,2.012152538699359117e-03,8.821941932344154580e+00,1.517222102101431780e+01,6.438888123837949173e+00,8.821941932344154580e+00,9.129915323158925844e+01
1.310999999999999943e+01,2.554859995995902597e-05,1.619344144287921229e-03,3.643484105510849409e-03,2.554859995995902597e-05,1.593795544327962109e-03,2.024139961222927962e-03,1.635110397437377627e-01,1.020029148369895822e+01,6.477247875913369590e+00,1.635110397437377627e-01,5.052315119806819865e+01
1.311999999999999922e+01,-1.391143410425758984e-03,-6.381834009356278630e-04,1.367026674861632424e-03,-1.391143410425758984e-03,7.529600094901311210e-04,2.005210075797260287e-03,-8.903317826724856943e+00,4.818944060736838786e+00,6.416672242551232586e+00,-8.903317826724856943e+00,6.996895429689644175e+00
1.313000000000000078e+01,-2.840445147032492554e-03,-2.974631492452172073e-03,-1.053602564827185511e-03,-2.840445147032492554e-03,-1.341863454196795188e-04,1.921028927624986561e-03,-1.817884894100795279e+01,-8.587926106859489206e-01,6.147292568399956636e+00,-1.817884894100795279e+01,-3.867104694988183411e+01
1.314000000000000057e+01,-4.288634816506209368e-03,-5.338044304573024909e-03,-3.599007074389754760e-03,-4.288634816506209368e-03,-1.049409488066815541e-03,1.739037230183270149e-03,-2.744726282563973996e+01,-6.716220723627619904e+00,5.564919136586464532e+00,-2.744726282563973996e+01,-8.579569323804267356e+01
1.315000000000000036e+01,-5.700552840794671956e-03,-7.675372199021025105e-03,-6.244844322724690117e-03,-5.700552840794671956e-03,-1.974819358226353148e-03,1.430527876296334988e-03,-3.648353818108589763e+01,-1.263884389264866037e+01,4.577689204148271962e+00,-3.648353818108589763e+01,-1.336340786087588697e+02
1.316000000000000014e+01,-7.039744642006569991e-03,-9.933340545083201370e-03,-8.960845621860951890e-03,-7.039744642006569991e-03,-2.893595903076631379e-03,9.724949232222494799e-04,-4.505436570884204883e+01,-1.851901377969043949e+01,3.111983754311198336e+00,-4.505436570884204883e+01,-1.813841872026638669e+02
1.316999999999999993e+01,-8.270249845542355233e-03,-1.206072006758007915e-02,-1.171156506765112619e-02,-8.270249845542355233e-03,-3.790470222037723921e-03,3.491549999289529638e-04,-5.292959901147107615e+01,-2.425900942104143354e+01,1.117295999772649484e+00,-5.292959901147107615e+01,-2.282139372982196051e+02
1.317999999999999972e+01,-9.359928751143074821e-03,-1.401190623152246198e-02,-1.445883863873831908e-02,-9.359928751143074821e-03,-4.651977480379387159e-03,-4.469324072158570998e-04,-5.990354400731568063e+01,-2.977265587442807870e+01,-1.430183703090742720e+00,-5.990354400731568063e+01,-2.733191507545034824e+02
1.318999999999999950e+01,-1.028273539830502209e-02,-1.574927166446888488e-02,-1.716346410956380922e-02,-1.028273539830502209e-02,-5.466536266163862789e-03,-1.414192445094924339e-03,-6.580950654915214670e+01,-3.498583210344872185e+01,-4.525415824303758328e+00,-6.580950654915214670e+01,-3.159622634307139037e+02
1.319999999999999929e+01,-1.101914258128111439e-02,-1.724353448301656905e-02,-1.978536487979279043e-02,-1.101914258128111439e-02,-6.224391901735454660e-03,-2.541830396776221385e-03,-7.052251252019912897e+01,-3.983610817110690761e+01,-8.133857269683907987e+00,-7.052251252019912897e+01,-3.554774338829698763e+02
1.321000000000000085e+01,-1.155629737413723691e-02,-1.847374231777633435e-02,-2.228383236094099926e-02,-1.155629737413723691e-02,-6.917444943639097441e-03,-3.810090043164664902e-03,-7.396030319447831403e+01,-4.427164763929022229e+01,-1.219228813812692813e+01,-7.396030319447831403e+01,-3.912727169156863738e+02
1.322000000000000064e+01,-1.188876355581093558e-02,-1.942776604985041108e-02,-2.461871236011560146e-02,-1.188876355581093558e-02,-7.539002494039475505e-03,-5.190946310265190378e-03,-7.608808675718998416e+01,-4.824961596185264057e+01,-1.661102819284860743e+01,-7.608808675718998416e+01,-4.228461927356736965e+02
1.323000000000000043e+01,-1.201898535096976306e-02,-2.010249303694000914e-02,-2.675167676443181847e-02,-1.201898535096976306e-02,-8.083507685970246076e-03,-6.649183727491809331e-03,-7.692150624620649069e+01,-5.173444919020957400e+01,-2.127738792797379119e+01,-7.692150624620649069e+01,-4.498000300931695392e+02
1.324000000000000021e+01,-1.195669122438377911e-02,-2.050298420371424873e-02,-2.864678104755467511e-02,-1.195669122438377911e-02,-8.546292979330469622e-03,-8.143796843840426375e-03,-7.652282383605619032e+01,-5.469627506771500691e+01,-2.606014990028936396e+01,-7.652282383605619032e+01,-4.718377464121816729e+02
1.325000000000000000e+01,-1.171752605126232492e-02,-2.064090465954370249e-02,-3.027054251739156807e-02,-1.171752605126232492e-02,-8.923378608281377564e-03,-9.629637857847865579e-03,-7.499216672807888528e+01,-5.710962309300081330e+01,-3.081484114511317074e+01,-7.499216672807888528e+01,-4.887498928985786506e+02
1.325999999999999979e+01,-1.132147923520334006e-02,-2.053280032207638328e-02,-3.159203016766958666e-02,-1.132147923520334006e-02,-9.211321086873043226e-03,-1.105922984559320338e-02,-7.245746710530137591e+01,-5.895245495598747709e+01,-3.538953550589825170e+01,-7.245746710530137591e+01,-5.003983727015613567e+02
1.326999999999999957e+01,-1.079123397029559638e-02,-2.019834375235137272e-02,-3.258300453499745480e-02,-1.079123397029559638e-02,-9.407109782055776345e-03,-1.238466078264608208e-02,-6.906389740989182258e+01,-6.020550260515696550e+01,-3.963091450446746222e+01,-6.906389740989182258e+01,-5.067009435585487154e+02
1.327999999999999936e+01,-1.015020260509582467e-02,-1.965830398142726435e-02,-3.321777774926484156e-02,-1.015020260509582467e-02,-9.508101376331439675e-03,-1.355947376783757721e-02,-6.496129667261327256e+01,-6.085184880852121125e+01,-4.339031605708024841e+01,-6.496129667261327256e+01,-5.076103846146442038e+02
1.328999999999999915e+01,-9.420143669533599315e-03,-1.893211206352909959e-02,-3.347258401752992857e-02,-9.420143669533599315e-03,-9.511968393995500273e-03,-1.454047195400082898e-02,-6.028891948501503606e+01,-6.087659772157120130e+01,-4.652951025280265185e+01,-6.028891948501503606e+01,-5.030850823781667032e+02
1.330000000000000071e+01,-8.618863262842644396e-03,-1.803549260149925684e-02,-3.332485462179503310e-02,-8.618863262842644396e-03,-9.416629338656612447e-03,-1.528936202029577626e-02,-5.516072488219292325e+01,-6.026642776740231966e+01,-4.892595846494648271e+01,-5.516072488219292325e+01,-4.930593333436251555e+02
1.331000000000000050e+01,-7.758992158570727007e-03,-1.697913327503114411e-02,-3.275330060188626213e-02,-7.758992158570727007e-03,-9.220141116460417105e-03,-1.577416732685511802e-02,-4.965754981485265063e+01,-5.900890314534667169e+01,-5.047733544593637589e+01,-4.965754981485265063e+01,-4.774313652184071088e+02
1.332000000000000028e+01,-6.848383384554589982e-03,-1.576895422356561216e-02,-3.173930595193143883e-02,-6.848383384554589982e-03,-8.920570839011023045e-03,-1.597035172836582667e-02,-4.382965366114937922e+01,-5.709165336967054571e+01,-5.110512553077064268e+01,-4.382965366114937922e+01,-4.560792976847716886e+02
1.333000000000000007e+01,-5.891410318234923359e-03,-1.440730845440914287e-02,-3.026891678873425487e-02,-5.891410318234923359e-03,-8.515898136174218647e-03,-1.586160833432511200e-02,-3.770502603670350794e+01,-5.450174807151499579e+01,-5.075714666984035972e+01,-3.770502603670350794e+01,-4.288917623341766330e+02
1.333999999999999986e+01,-4.889808687156454829e-03,-1.289380839854538038e-02,-2.833409289209815746e-02,-4.889808687156454829e-03,-8.003999711388924687e-03,-1.544028449355277707e-02,-3.129477559780131202e+01,-5.122559815288911977e+01,-4.940891037936888353e+01,-3.129477559780131202e+01,-3.957878523901779317e+02
1.334999999999999964e+01,-3.842805962138852883e-03,-1.122554426723417799e-02,-2.593297801698996735e-02,-3.842805962138852883e-03,-7.382738305095325540e-03,-1.470743374975578936e-02,-2.459395815768865745e+01,-4.724952515261008301e+01,-4.706378799921852618e+01,-2.459395815768865745e+01,-3.567218139285517964e+02
1.335999999999999943e+01,-2.747858909866619272e-03,-9.398017344281662036e-03,-2.307052297334242705e-02,-2.747858909866619272e-03,-6.650158434415042764e-03,-1.367250562906076501e-02,-1.758629702314636489e+01,-4.256101398025627702e+01,-4.375201801299444782e+01,-1.758629702314636489e+01,-3.116979870491912266e+02
1.336999999999999922e+01,-1.602798747077707319e-03,-7.407601468318366494e-03,-1.976030519597625490e-02,-1.602798747077707319e-03,-5.804802721240658742e-03,-1.235270372765788841e-02,-1.025791198129732607e+01,-3.715073741594021328e+01,-3.952865192850524068e+01,-1.025791198129732607e+01,-2.608119039772283827e+02
1.338000000000000078e+01,-4.077842608820473128e-04,-5.253951874773420128e-03,-1.602601300277414070e-02,-4.077842608820473128e-04,-4.846167613891372815e-03,-1.077206112800072058e-02,-2.609819269645102580e+00,-3.101547272890478624e+01,-3.447059560960230584e+01,-2.609819269645102580e+00,-2.042876628244565893e+02
1.339000000000000057e+01,8.349100641080462511e-04,-2.940362798817195301e-03,-1.190066107472334718e-02,8.349100641080462511e-04,-3.775272862925241335e-03,-8.960298275906152313e-03,5.343424410291495619e+00,-2.416174632272154454e+01,-2.867295448289968718e+01,5.343424410291495619e+00,-1.424738291859892456e+02
1.340000000000000036e+01,2.122242882379438492e-03,-4.730159778628338077e-04,-7.424555463840283240e-03,2.122242882379438492e-03,-2.595258860242272408e-03,-6.951539485977449757e-03,1.358235444722840590e+01,-1.660965670555054174e+01,-2.224492635512783778e+01,1.358235444722840590e+01,-7.581668584034991909e+01
1.341000000000000014e+01,3.450249753686254316e-03,2.138327928029946923e-03,-2.644640458555441633e-03,3.450249753686254316e-03,-1.311921825656307394e-03,-4.782968386585388990e-03,2.208159842359202685e+01,-8.396299684200366542e+00,-1.530549883707324454e+01,2.208159842359202685e+01,-4.860600293044740283e+00
1.341999999999999993e+01,4.812743640265799983e-03,4.878604334708682572e-03,2.385104005380234756e-03,4.812743640265799983e-03,6.586069444288258912e-05,-2.493500329328447816e-03,3.080155929770111811e+01,4.215084444344485703e-01,-7.979201053851032732e+00,3.080155929770111811e+01,6.973160006485362317e+01
1.342999999999999972e+01,6.201832379615189114e-03,7.727686674383315787e-03,7.605144369623634097e-03,6.201832379615189114e-03,1.525854294768126673e-03,-1.225423047596816903e-04,3.969172722953720722e+01,9.765467486516010709e+00,-3.921353752309814089e-01,3.969172722953720722e+01,1.471951780224667061e+02
1.343999999999999950e+01,7.610472864657153239e-03,1.066289347921635725e-02,1.295399523588773236e-02,7.610472864657153239e-03,3.052420614559204007e-03,2.291101756671375111e-03,4.870702633380577851e+01,1.953549193317890698e+01,7.331525621348400357e+00,4.870702633380577851e+01,2.267221316649992673e+02
1.344999999999999929e+01,9.033835794549104070e-03,1.366061053525454913e-02,1.837075089399017175e-02,9.033835794549104070e-03,4.626774740705445060e-03,4.710140358735622618e-03,5.781654908511426783e+01,2.961135834051484750e+01,1.507244914795399282e+01,5.781654908511426783e+01,3.075010697207493422e+02
1.346000000000000085e+01,1.046799195793593137e-02,1.669553756476992862e-02,2.379503714879073473e-02,1.046799195793593137e-02,6.227545606833997244e-03,7.099499584020806109e-03,6.699514853078996168e+01,3.985629188373758325e+01,2.271839866886658044e+01,6.699514853078996168e+01,3.887095172501823868e+02
1.347000000000000064e+01,1.190780979341034794e-02,1.973936719750262955e-02,2.916619242379361529e-02,1.190780979341034794e-02,7.831557404092281613e-03,9.426825226290985738e-03,7.620998267782623259e+01,5.012196738619060454e+01,3.016584072413115436e+01,7.620998267782623259e+01,4.694933723644439851e+02
1.348000000000000043e+01,1.334518988991309496e-02,2.275990879470644879e-02,3.442270783821271829e-02,1.334518988991309496e-02,9.414718904793353826e-03,1.166279904350626950e-02,8.540921529544380064e+01,6.025420099067746094e+01,3.732095693922006063e+01,8.540921529544380064e+01,5.489531196760240164e+02
1.349000000000000021e+01,1.476684698668786697e-02,2.571974420132714864e-02,3.950104051903590568e-02,1.476684698668786697e-02,1.095289721463928168e-02,1.378129631770875704e-02,9.450782071480234947e+01,7.009854217369139917e+01,4.410014821666802476e+01,9.450782071480234947e+01,6.261195333154853415e+02
1.350000000000000000e+01,1.615269755001974908e-02,2.857535375064146690e-02,4.433476930692181045e-02,1.615269755001974908e-02,1.242265620062171783e-02,1.575941555628034355e-02,1.033772643201264003e+02,7.950499968397899409e+01,5.043012978009709713e+01,1.033772643201264003e+02,6.999371813526074675e+02
1.350999999999999979e+01,1.747776237130299268e-02,3.127956817165094411e-02,4.885697778989264023e-02,1.747776237130299268e-02,1.380180580034795143e-02,1.757740961824169612e-02,1.118576791763391469e+02,8.833155712222688294e+01,5.624771077837343114e+01,1.118576791763391469e+02,7.693108412308183688e+02
1.351999999999999957e+01,1.871705705982468909e-02,3.378687418907491691e-02,5.300541849318959192e-02,1.871705705982468909e-02,1.506981712925022782e-02,1.921854430411467501e-02,1.197891651828780084e+02,9.644682962720145269e+01,6.149934177316696093e+01,1.197891651828780084e+02,8.332060097497392235e+02
1.352999999999999936e+01,1.984891609814331756e-02,3.605711434782037095e-02,5.672602321070344816e-02,1.984891609814331756e-02,1.620819824967705339e-02,2.066890886288307722e-02,1.270330630281172262e+02,1.037324687979331372e+02,6.614050836122584087e+01,1.270330630281172262e+02,8.907181205618285276e+02
1.353999999999999915e+01,2.085468318361213477e-02,3.805554206953555563e-02,5.997274501807417502e-02,2.085468318361213477e-02,1.720085888592342085e-02,2.191720294853861939e-02,1.334699723751176634e+02,1.100854968699098890e+02,7.013504943532358027e+01,1.334699723751176634e+02,9.410715560410534408e+02
1.355000000000000071e+01,2.171799649319854780e-02,3.975242342910621784e-02,6.270694725282094373e-02,2.171799649319854780e-02,1.803442693590767004e-02,2.295452382371472588e-02,1.389951775564707077e+02,1.154203323898090900e+02,7.345447623588712815e+01,1.389951775564707077e+02,9.836099585465008204e+02
1.356000000000000050e+01,2.242657176608496561e-02,4.112507487598958400e-02,6.489924983472040998e-02,2.242657176608496561e-02,1.869850310990461839e-02,2.377417495873082598e-02,1.435300593029437835e+02,1.196704199033895577e+02,7.607735986793863958e+01,1.435300593029437835e+02,1.017833517222815999e+03
1.357000000000000028e+01,2.297451803385051200e-02,4.216040828139975410e-02,6.653192223373853575e-02,2.297451803385051200e-02,1.918589024754924210e-02,2.437151395233878165e-02,1.470369154166432679e+02,1.227896975843151495e+02,7.798884464748410039e+01,1.470369154166432679e+02,1.043446372945327539e+03
1.358000000000000007e+01,2.336198308126204853e-02,4.285479701940315966e-02,6.759865183510994913e-02,2.336198308126204853e-02,1.949281393814111113e-02,2.474385481570678946e-02,1.495166917200771195e+02,1.247540092041031130e+02,7.918033541026173339e+01,1.495166917200771195e+02,1.060353109003325926e+03
1.358999999999999986e+01,2.359272611259975380e-02,4.321181096669740596e-02,6.810224674536527467e-02,2.359272611259975380e-02,1.961908485409765215e-02,2.489043577866786872e-02,1.509934471206384217e+02,1.255621430662249765e+02,7.964939449173718344e+01,1.509934471206384217e+02,1.068614954035801702e+03
1.359999999999999964e+01,2.367249559159158995e-02,4.324062858869102272e-02,6.805308586399951010e-02,2.367249559159158995e-02,1.956813299709943277e-02,2.481245727530848738e-02,1.515039717861861845e+02,1.252360511814363662e+02,7.939986328098716228e+01,1.515039717861861845e+02,1.068419658745829111e+03
1.360999999999999943e+01,2.360876052057545027e-02,4.295564314580627152e-02,6.746882918396822360e-02,2.360876052057545027e-02,1.934688262523082125e-02,2.451318603816195207e-02,1.510960673316828888e+02,1.238200488014772560e+02,7.844219532211825197e+01,1.510960673316828888e+02,1.060074934365835134e+03
1.361999999999999922e+01,2.341012950356064284e-02,4.237559844977608486e-02,6.637371045957111970e-02,2.341012950356064284e-02,1.896546894621544202e-02,2.399811200979503484e-02,1.498248288227881062e+02,1.213790012557788316e+02,7.679395843134410882e+01,1.498248288227881062e+02,1.043993365529733182e+03
