time_s,D1_m,D2_m,D3_m
6.540000000000000036e+00,-4.919806591720790080e-03,-4.156526806792805971e-03,1.765808932160878439e-03
6.549999999999999822e+00,-4.492598640360565346e-03,-4.001645641193525213e-03,1.614228340923356490e-03
6.559999999999999609e+00,-4.014154289943008651e-03,-3.678112586104041477e-03,1.330046808737614297e-03
6.570000000000000284e+00,-3.502590199136249461e-03,-3.215276803188895152e-03,9.332348392062228678e-04
6.580000000000000071e+00,-2.971707829438307181e-03,-2.642795610860490529e-03,4.583377937383470348e-04
6.589999999999999858e+00,-2.428958456305886030e-03,-1.987572557552749145e-03,-4.765159370813278858e-05
6.599999999999999645e+00,-1.874784624872302772e-03,-1.272153032699256539e-03,-5.298282844053672953e-04
6.610000000000000320e+00,-1.304692295961467231e-03,-5.159531130103457491e-04,-9.330770366060376839e-04
6.620000000000000107e+00,-7.125924882253616794e-04,2.621830576856956641e-04,-1.210681748056327512e-03
6.629999999999999893e+00,-9.302558730111173935e-05,1.042539761557721928e-03,-1.330692646643563421e-03
6.639999999999999680e+00,5.577905876476231192e-04,1.804284284006360279e-03,-1.279461934702470771e-03
6.650000000000000355e+00,1.240887686411992329e-03,2.525222404520547411e-03,-1.063265062553889456e-03
6.660000000000000142e+00,1.953630687147724174e-03,3.181735624424462429e-03,-7.077582474957510618e-04
6.669999999999999929e+00,2.689707018253951684e-03,3.749632337096220000e-03,-2.547009325060446152e-04
6.679999999999999716e+00,3.439654008630898836e-03,4.205508897664064771e-03,2.432748283425116911e-04
6.690000000000000391e+00,4.191621778886584979e-03,4.528269212944544507e-03,7.289668106253103120e-04
6.700000000000000178e+00,4.933008794645431065e-03,4.701379367735393673e-03,1.147927727229756207e-03
6.709999999999999964e+00,5.652878886435486715e-03,4.715687887866759805e-03,1.455976122519269571e-03
6.719999999999999751e+00,6.343916881515312793e-03,4.571492413977362723e-03,1.624970486555498686e-03
6.730000000000000426e+00,7.003246073221646925e-03,4.279132041541591075e-03,1.645705249607425135e-03
6.740000000000000213e+00,7.632241705304254782e-03,3.858240167739276222e-03,1.527884784450180347e-03
6.750000000000000000e+00,8.235418472240688820e-03,3.335778700591375892e-03,1.297363041749258726e-03
6.759999999999999787e+00,8.818875192937612392e-03,2.743411697542887887e-03,9.914831075573016413e-04
6.769999999999999574e+00,9.389312416013165241e-03,2.115317121809311141e-03,6.540175958991106646e-04
6.780000000000000249e+00,9.953758684507893126e-03,1.486641969600987524e-03,3.303558764799344790e-04
6.790000000000000036e+00,1.051909174239405720e-02,8.917483778823148905e-04,6.253121289059588705e-05
6.799999999999999822e+00,1.109115393979329123e-02,3.621170740858417527e-04,-1.156106222598445217e-04
6.809999999999999609e+00,1.167409345006729937e-02,-7.539310447727560073e-05,-1.820309935820614241e-04
6.820000000000000284e+00,1.226979056709771865e-02,-4.000130322900258576e-04,-1.287351298865365508e-04
6.830000000000000071e+00,1.287698765636651269e-02,-5.985886317823652970e-04,3.716940699379863062e-05
6.839999999999999858e+00,1.349118046808177318e-02,-6.660702438773926162e-04,2.946566718008166016e-04
6.849999999999999645e+00,1.410621206904542728e-02,-6.040328640279279872e-04,6.129091716421174261e-04
6.860000000000000320e+00,1.471600416559211942e-02,-4.188395627342626228e-04,9.563796282139476988e-04
6.870000000000000107e+00,1.531452952713708952e-02,-1.213818221554760187e-04,1.288439397618256410e-03
6.879999999999999893e+00,1.589503585526526666e-02,2.726059933453196110e-04,1.574265750465279369e-03
6.889999999999999680e+00,1.645057066871091767e-02,7.436919752233787147e-04,1.784670240403107497e-03
6.900000000000000355e+00,1.697532265926621903e-02,1.270817398782258991e-03,1.899999060833471596e-03
6.910000000000000142e+00,1.746485171551028989e-02,1.832311238081742568e-03,1.911880119265012929e-03
6.919999999999999929e+00,1.791503724502015171e-02,2.405654867345364493e-03,1.822560702001608732e-03
6.929999999999999716e+00,1.832110667350469319e-02,2.967355610805245871e-03,1.643290376944726893e-03
6.940000000000000391e+00,1.867734862232345652e-02,3.493522139494151246e-03,1.392523026768350452e-03
6.950000000000000178e+00,1.897699888752248792e-02,3.960605151324898647e-03,1.093635508453854894e-03
6.959999999999999964e+00,1.921198674073844315e-02,4.345964624041841542e-03,7.721092939429425673e-04
6.969999999999999751e+00,1.937270088849584945e-02,4.628399993840512545e-03,4.526265557822251192e-04
6.980000000000000426e+00,1.944795926372994144e-02,4.788804385241510371e-03,1.565474558589758833e-04
6.990000000000000213e+00,1.942550017933693599e-02,4.811230933834523271e-03,-9.969046089411886602e-05
7.000000000000000000e+00,1.929328473814490019e-02,4.684617443364205019e-03,-3.048436968786305480e-04
7.009999999999999787e+00,1.904116445229370527e-02,4.404668114030328187e-03,-4.522452697302283778e-04
7.019999999999999574e+00,1.866187057375826366e-02,3.974803964626434996e-03,-5.393835113332742749e-04
7.030000000000000249e+00,1.815080710187167573e-02,3.405654305050199223e-03,-5.682071358697240440e-04
7.040000000000000036e+00,1.750508779931390924e-02,2.713559345891794743e-03,-5.456848664144248531e-04
7.049999999999999822e+00,1.672284895775768762e-02,1.919164062550226396e-03,-4.835755905002689934e-04
7.059999999999999609e+00,1.580337729716968509e-02,1.046683990375351031e-03,-3.969485887307652510e-04
7.070000000000000284e+00,1.474742690451141987e-02,1.232473499396868140e-04,-3.022455376392471724e-04
7.080000000000000071e+00,1.355699523212121164e-02,-8.223799852757706199e-04,-2.157925767167449946e-04
7.089999999999999858e+00,1.223511502956538440e-02,-1.761083598770953702e-03,-1.523625561169178043e-04
7.099999999999999645e+00,1.078662321616656074e-02,-2.663707966670470200e-03,-1.230061035064546765e-04
7.110000000000000320e+00,9.219437788493033484e-03,-3.500838600084936209e-03,-1.328334585063483742e-04
7.120000000000000107e+00,7.545209213484449506e-03,-4.243182524010898765e-03,-1.800447048741269751e-04
7.129999999999999893e+00,5.779591381048644616e-03,-4.862280037001572019e-03,-2.560185317529412139e-04
7.139999999999999680e+00,3.943106419165566881e-03,-5.330554295927929231e-03,-3.454726844020926586e-04
7.150000000000000355e+00,2.061918865313272682e-03,-5.621373980226906410e-03,-4.273238687376364219e-04
7.160000000000000142e+00,1.668234163994271714e-04,-5.710795457438440706e-03,-4.777575041820454919e-04
7.169999999999999929e+00,-1.709457823682417792e-03,-5.580814666475767717e-03,-4.750421674227678793e-04
7.179999999999999716e+00,-3.534808878222455222e-03,-5.222176055127554679e-03,-4.037864725365651608e-04
7.190000000000000391e+00,-5.279071742279980300e-03,-4.635659348267831548e-03,-2.572831201298654970e-04
7.200000000000000178e+00,-6.914809351495943522e-03,-3.832410090098286540e-03,-3.835538023929990683e-05
7.209999999999999964e+00,-8.418169640005052079e-03,-2.834001498270077163e-03,2.406532571864517021e-04
7.219999999999999751e+00,-9.769882275982849987e-03,-1.672268724721836988e-03,5.586729181164332148e-04
7.230000000000000426e+00,-1.095638413487340715e-02,-3.889305067901024015e-04,8.873696077681156140e-04
7.240000000000000213e+00,-1.197105126990766211e-02,9.649963018205615735e-04,1.193116011241050333e-03
7.250000000000000000e+00,-1.281487919218965259e-02,2.330603318875173764e-03,1.439877407368833542e-03
7.259999999999999787e+00,-1.349576040208176099e-02,3.644089711442053368e-03,1.593506452286810827e-03
7.269999999999999574e+00,-1.402641814777223078e-02,4.841169728329828940e-03,1.626923368357840495e-03
7.280000000000000249e+00,-1.442201090676516889e-02,5.861721472262674572e-03,1.524682832440553198e-03
7.290000000000000036e+00,-1.469829856507611637e-02,6.653638799743850918e-03,1.285663672973824927e-03
7.299999999999999822e+00,-1.487037592353198170e-02,7.175760321960063422e-03,9.236945185186108296e-04
7.309999999999999609e+00,-1.495157715418949339e-02,7.400179122898802031e-03,4.665229065749993461e-04
7.320000000000000284e+00,-1.495268969592173681e-02,7.313728336660746399e-03,-4.682888263553160429e-05
7.330000000000000071e+00,-1.488189441169993077e-02,6.918194385434867089e-03,-5.703905463499114306e-04
7.339999999999999858e+00,-1.474511217957113866e-02,6.229584293287239796e-03,-1.056453596127855579e-03
7.349999999999999645e+00,-1.454605841304468933e-02,5.277176193388838539e-03,-1.460446559290846935e-03
7.360000000000000320e+00,-1.428624862527868439e-02,4.102154834528463911e-03,-1.745237570672954599e-03
7.370000000000000107e+00,-1.396575526496959298e-02,2.755101634323927837e-03,-1.885229685637077697e-03
7.379999999999999893e+00,-1.358445442065714902e-02,1.292701469838791403e-03,-1.869611855437488179e-03
7.389999999999999680e+00,-1.314268661805047776e-02,-2.251467120634491001e-04,-1.703457294526075205e-03
7.400000000000000355e+00,-1.264124341718544930e-02,-1.737627690754690911e-03,-1.406563547122497478e-03
7.410000000000000142e+00,-1.208149345511399034e-02,-3.185438819086364778e-03,-1.011017662189301128e-03
7.419999999999999929e+00,-1.146584336519818753e-02,-4.513451440587469207e-03,-5.579697629650680335e-04
7.429999999999999716e+00,-1.079832707857135421e-02,-5.673303073303974202e-03,-9.377482966529038146e-05
7.440000000000000391e+00,-1.008547315885401433e-02,-6.625977661295443660e-03,3.339400887180721863e-04
7.450000000000000178e+00,-9.336998676131996744e-03,-7.343840439011096489e-03,6.803157238354385489e-04
7.459999999999999964e+00,-8.565137309208926270e-03,-7.810888320426491102e-03,9.081445853080073001e-04
7.469999999999999751e+00,-7.782760352660597451e-03,-8.021380930615955654e-03,9.929439364409671249e-04
7.480000000000000426e+00,-7.001957828808054798e-03,-7.978556510992228928e-03,9.261287682766869726e-04
7.490000000000000213e+00,-6.233521483867539466e-03,-7.693908859325498950e-03,7.156299052159567327e-04
7.500000000000000000e+00,-5.486211086857581409e-03,-7.185941375098919316e-03,3.850713439732607497e-04
7.509999999999999787e+00,-4.765827389188391841e-03,-6.478470832475693476e-03,-2.836815533958080839e-05
7.519999999999999574e+00,-4.075335101974429143e-03,-5.599771990897763063e-03,-4.783296760208040539e-04
7.530000000000000249e+00,-3.415737313359317080e-03,-4.582293962602157142e-03,-9.150824416598435764e-04
7.540000000000000036e+00,-2.786246883616815169e-03,-3.461524979730936681e-03,-1.290746549295744040e-03
7.549999999999999822e+00,-2.184281609281589747e-03,-2.274579694201945591e-03,-1.563937948945822365e-03
7.559999999999999609e+00,-1.607029755884893793e-03,-1.060289717103894561e-03,-1.705075240490255654e-03
7.570000000000000284e+00,-1.053821420477920419e-03,1.399649555250022652e-04,-1.701084636807488528e-03
7.580000000000000071e+00,-5.267420850586636370e-04,1.283235560390114278e-03,-1.556622026620026189e-03
7.589999999999999858e+00,-2.948494252542259190e-05,2.327737566224067495e-03,-1.291820262591471952e-03
7.599999999999999645e+00,4.330346727597731305e-04,3.234733506133319336e-03,-9.393286634025154467e-04
7.610000000000000320e+00,8.534755159025348000e-04,3.968691269498371421e-03,-5.417653091085074951e-04
7.620000000000000107e+00,1.221134673369949882e-03,4.497556252344203469e-03,-1.480550385424894222e-04
7.629999999999999893e+00,1.522726287603491440e-03,4.794548257457177144e-03,1.923233661280389871e-04
7.639999999999999680e+00,1.744202707052739743e-03,4.840743303402927564e-03,4.358989310310189291e-04
7.650000000000000355e+00,1.872269248560969523e-03,4.627019153385734246e-03,5.506213404943606244e-04
7.660000000000000142e+00,1.895243204246975250e-03,4.154967402931412923e-03,5.193079596689070517e-04
7.669999999999999929e+00,1.803919593420739379e-03,3.437412387878917720e-03,3.415009311197286356e-04
7.679999999999999716e+00,1.592805273269115108e-03,2.498888252523647716e-03,3.396887905898990389e-05
7.690000000000000391e+00,1.260934995082699196e-03,1.375292873387940493e-03,-3.708847533734084523e-04
7.700000000000000178e+00,8.115486559294225830e-04,1.120383183920831523e-04,-8.291533026168025015e-04
7.709999999999999964e+00,2.515572016240091727e-04,-1.238300529718819060e-03,-1.290705591120067238e-03
7.719999999999999751e+00,-4.079147199350994894e-04,-2.617475708356929720e-03,-1.703809711114994720e-03
7.730000000000000426e+00,-1.150699983300469513e-03,-3.962922426957737193e-03,-2.019417270596801390e-03
7.740000000000000213e+00,-1.956224413215086177e-03,-5.210652904292441788e-03,-2.196370569137626790e-03
7.750000000000000000e+00,-2.801289631513105040e-03,-6.299254165514906259e-03,-2.206690948918855685e-03
7.759999999999999787e+00,-3.661328637273740874e-03,-7.173188419430935776e-03,-2.038834054355499487e-03
7.769999999999999574e+00,-4.511052163488369314e-03,-7.785209516042661260e-03,-1.698598375374459979e-03
7.780000000000000249e+00,-5.325481683222832441e-03,-8.098804462732565185e-03,-1.208649296509391484e-03
7.790000000000000036e+00,-6.081053092291441309e-03,-8.090266906632436264e-03,-6.064694095224323466e-04
7.799999999999999822e+00,-6.755968885194831713e-03,-7.749528997665138322e-03,5.977877707124216046e-05
7.809999999999999609e+00,-7.330418881221366714e-03,-7.080352533298197096e-03,7.363902404909024356e-04
7.820000000000000284e+00,-7.787297161190604583e-03,-6.100504534372505096e-03,1.369101414615207356e-03
7.830000000000000071e+00,-8.112554710748927714e-03,-4.841070947575186988e-03,1.908250530953891537e-03
7.839999999999999858e+00,-8.294869749068426931e-03,-3.344636266257771263e-03,2.313901639854628635e-03
7.849999999999999645e+00,-8.325934064615105046e-03,-1.663692383990732259e-03,2.559186672045301106e-03
7.860000000000000320e+00,-8.201450886836813073e-03,1.405665894596824360e-04,2.631508444273255622e-03
7.870000000000000107e+00,-7.920990710576128468e-03,2.000842239100440473e-03,2.533340678017621892e-03
7.879999999999999893e+00,-7.486836370253140832e-03,3.847479550194253875e-03,2.282446476003087248e-03
7.889999999999999680e+00,-6.904428775521860920e-03,5.610641230487831491e-03,1.909025285064821532e-03
7.900000000000000355e+00,-6.184274906285348004e-03,7.220977317686524607e-03,1.450313611418035074e-03
7.910000000000000142e+00,-5.341622140864347827e-03,8.612415891728703032e-03,9.468038263644229296e-04
7.919999999999999929e+00,-4.393007421514875943e-03,9.727830830105470283e-03,4.412665124367306894e-04
7.929999999999999716e+00,-3.353589232533814388e-03,1.052351297240414728e-02,-2.314573047370452734e-05
7.940000000000000391e+00,-2.237816399139906133e-03,1.096979188457524942e-02,-4.079285177801388615e-04
7.950000000000000178e+00,-1.061189924556793897e-03,1.105004058686787950e-02,-6.846396929399668155e-04
7.959999999999999964e+00,1.594907302912643707e-04,1.076068445902201957e-02,-8.376603063808785122e-04
7.969999999999999751e+00,1.406758650125026220e-03,1.011157569659262324e-02,-8.647399885293443212e-04
7.980000000000000426e+00,2.662917397335335962e-03,9.125667711557759396e-03,-7.763799536735377111e-04
7.990000000000000213e+00,3.911167658526480857e-03,7.838887000383929979e-03,-5.933138520990150887e-04
8.000000000000000000e+00,5.137487521795358267e-03,6.300281486707251348e-03,-3.423381404861852132e-04
8.009999999999999787e+00,6.331146833371117943e-03,4.570362251813089166e-03,-5.298949003085828857e-05
8.019999999999999574e+00,7.483025398285813104e-03,2.716908104082963252e-03,2.438310439121321672e-04
8.029999999999999361e+00,8.583766524345087801e-03,8.104133430449155613e-04,5.171521092822077385e-04
8.039999999999999147e+00,9.623365596438528818e-03,-1.079079682170386517e-03,7.385418313087158777e-04
8.050000000000000711e+00,1.059122259941141196e-02,-2.884620565689090688e-03,8.847967755480128310e-04
8.060000000000000497e+00,1.147533085732115217e-02,-4.545680912102823684e-03,9.391690957399892936e-04
8.070000000000000284e+00,1.226134207539323132e-02,-6.011319152803324892e-03,8.917682552672264416e-04
8.080000000000000071e+00,1.293312893844263123e-02,-7.241472267883127673e-03,7.406810990420037433e-04
8.089999999999999858e+00,1.347462489065030106e-02,-8.206562814786199159e-03,4.934743612355628776e-04
8.099999999999999645e+00,1.387113866216131697e-02,-8.887223376860207621e-03,1.672069852868488925e-04
8.109999999999999432e+00,1.410941782785040018e-02,-9.274857764460723089e-03,-2.136801374332829892e-04
8.119999999999999218e+00,1.417762701755506845e-02,-9.371861438986621787e-03,-6.201910442983030614e-04
8.130000000000000782e+00,1.406624824951100902e-02,-9.190505874235595229e-03,-1.021041744759841998e-03
8.140000000000000568e+00,1.376913283236406126e-02,-8.751300578604731886e-03,-1.384891981558927310e-03
8.150000000000000355e+00,1.328357323459914037e-02,-8.082012229020697769e-03,-1.683400342116865263e-03
8.160000000000000142e+00,1.261014867913324081e-02,-7.216628771050362552e-03,-1.894049662094436431e-03
8.169999999999999929e+00,1.175368582297565967e-02,-6.192987341777441042e-03,-2.001186521012807400e-03
8.179999999999999716e+00,1.072425650242614208e-02,-5.050228220521315106e-03,-1.996264599828754139e-03
8.189999999999999503e+00,9.536289916997672117e-03,-3.828063731751904335e-03,-1.879139940060630190e-03
8.199999999999999289e+00,8.206767016959970115e-03,-2.566921707521172078e-03,-1.659338687784681857e-03
8.210000000000000853e+00,6.754748447325306659e-03,-1.306739887827657650e-03,-1.355030343732622350e-03
8.220000000000000639e+00,5.201612901260396597e-03,-8.508953591666210635e-05,-9.904932278844218955e-04
8.230000000000000426e+00,3.569893228930412152e-03,1.063210980408710576e-03,-5.944070245630479147e-04
8.240000000000000213e+00,1.881285357355636954e-03,2.105554157942215229e-03,-1.985750254672090864e-04
8.250000000000000000e+00,1.558670233402518947e-04,3.012100304486901598e-03,1.647508696932370703e-04
8.259999999999999787e+00,-1.587917094507898573e-03,3.756958406488587927e-03,4.661985291048238353e-04
8.269999999999999574e+00,-3.334089594349522439e-03,4.318375842967070444e-03,6.813836029388583779e-04
8.279999999999999361e+00,-5.069925084672410008e-03,4.678793527033428719e-03,7.924602493933568083e-04
8.289999999999999147e+00,-6.785273983163946608e-03,4.826154936428321204e-03,7.903344220436296034e-04
8.300000000000000711e+00,-8.471554710263421925e-03,4.755298425028873892e-03,6.762250955359399695e-04
8.310000000000000497e+00,-1.012135178667779821e-02,4.468463756715441819e-03,4.615546103310644755e-04
8.320000000000000284e+00,-1.172689913261609589e-02,3.976607114429412185e-03,1.678981819880183076e-04
8.330000000000000071e+00,-1.327702139132666895e-02,3.301901809704532037e-03,-1.725747294893572312e-04
8.339999999999999858e+00,-1.475563001442826809e-02,2.478286673035491171e-03,-5.191716994556287452e-04
8.349999999999999645e+00,-1.614321103352072545e-02,1.548658442637825114e-03,-8.283355615599589375e-04
8.359999999999999432e+00,-1.741840320162503161e-02,5.617055040885773204e-04,-1.059429825554507104e-03
8.369999999999999218e+00,-1.855799660657799291e-02,-4.298554229235909880e-04,-1.178480382644148550e-03
8.380000000000000782e+00,-1.953769868516597868e-02,-1.371903780652864672e-03,-1.161827834882864490e-03
8.390000000000000568e+00,-2.033456518109687944e-02,-2.213183975438318737e-03,-1.000205942373865895e-03
8.400000000000000355e+00,-2.092852042758803349e-02,-2.908516349869656563e-03,-7.003810687892594736e-04
8.410000000000000142e+00,-2.130235110904325074e-02,-3.420245783156433510e-03,-2.837016402701707306e-04
8.419999999999999929e+00,-2.144266338628792595e-02,-3.720352241056235423e-03,2.157928543081892375e-04
8.429999999999999716e+00,-2.134191838620271703e-02,-3.793260071257456220e-03,7.533727886255749823e-04
8.439999999999999503e+00,-2.099870251338357627e-02,-3.636444443910190252e-03,1.278234808224458551e-03
8.449999999999999289e+00,-2.041582398315191366e-02,-3.258438237715284309e-03,1.740574124925400694e-03
8.460000000000000853e+00,-1.959881714386592713e-02,-2.676879994243211696e-03,2.097862478208768842e-03
8.470000000000000639e+00,-1.855569866692317188e-02,-1.917501055022963891e-03,2.318938393848931755e-03
8.480000000000000426e+00,-1.729669475808504400e-02,-1.012816304416179914e-03,2.386815755216014755e-03
8.490000000000000213e+00,-1.583422340430354000e-02,-8.513565354554788371e-07,2.299714128131089951e-03
8.500000000000000000e+00,-1.418400897691429741e-02,1.075178860757720510e-03,2.069436820988831624e-03
8.509999999999999787e+00,-1.236562025615219051e-02,2.167915588522401245e-03,1.718990544613174755e-03
8.519999999999999574e+00,-1.040083365370565033e-02,3.229151274020847662e-03,1.281249841550643554e-03
8.529999999999999361e+00,-8.312016865793457956e-03,4.213070917673929217e-03,7.966764381620925059e-04
8.539999999999999147e+00,-6.122755053625138742e-03,5.077137513419997285e-03,3.082349046031738387e-04
8.550000000000000711e+00,-3.858521682715023143e-03,5.782779637946397142e-03,-1.437881309351272149e-04
8.560000000000000497e+00,-1.544917872074869167e-03,6.298298134310481057e-03,-5.241702710461869233e-04
8.570000000000000284e+00,7.943353366843748957e-04,6.601717506438036474e-03,-8.042891267839748356e-04
8.580000000000000071e+00,3.136787207920729934e-03,6.680665340322058422e-03,-9.654257833320514662e-04
8.589999999999999858e+00,5.459983000881375552e-03,6.531242515295814302e-03,-1.001585849058513967e-03
8.599999999999999645e+00,7.742601343272706264e-03,6.158967504798947869e-03,-9.186376122432426830e-04
8.609999999999999432e+00,9.966228869741694182e-03,5.579996673565392959e-03,-7.316803074403889712e-04
8.619999999999999218e+00,1.211439703748700900e-02,4.819256317640608321e-03,-4.642002284063776948e-04
8.630000000000000782e+00,1.417058275029613526e-02,3.907265233785549990e-03,-1.474197130144647508e-04
8.640000000000000568e+00,1.611928742168636242e-02,2.879830169469404545e-03,1.840343523438263634e-04
8.650000000000000355e+00,1.794902158557200658e-02,1.779446449856802916e-03,4.984685863041630549e-04
8.660000000000000142e+00,1.965230870461664309e-02,6.535330643463727182e-04,7.701001086826965393e-04
8.669999999999999929e+00,2.122249451287380045e-02,-4.506069652148086751e-04,9.782854259768318950e-04
8.679999999999999716e+00,2.265199361714169760e-02,-1.489327520786014932e-03,1.107631781130106107e-03
8.689999999999999503e+00,2.393350876960147547e-02,-2.423062762223175768e-03,1.150418165476264475e-03
8.699999999999999289e+00,2.506094990768845468e-02,-3.216873606065447696e-03,1.107880415465766931e-03
8.710000000000000853e+00,2.602836983793453685e-02,-3.842751731707115190e-03,9.886667279760668215e-04
8.720000000000000639e+00,2.682910846737067770e-02,-4.281421959655914294e-03,8.068143665291441571e-04
8.730000000000000426e+00,2.745647742810787550e-02,-4.522274923902717958e-03,5.807427676173988751e-04
8.740000000000000213e+00,2.790451138172243134e-02,-4.562905150999618104e-03,3.319229979263762023e-04
8.750000000000000000e+00,2.816800096713904800e-02,-4.409048308331746900e-03,8.262040768965184560e-05
8.759999999999999787e+00,2.824293490334248147e-02,-4.073805200441278813e-03,-1.459504010776875246e-04
8.769999999999999574e+00,2.812759102083372750e-02,-3.575951942175273953e-03,-3.346555279664144029e-04
8.779999999999999361e+00,2.782308468597402204e-02,-2.938579898575620353e-03,-4.677195559429511923e-04
8.789999999999999147e+00,2.733296624012971146e-02,-2.188513705480454007e-03,-5.345072455149453257e-04
8.800000000000000711e+00,2.666249845148771502e-02,-1.355902318064379063e-03,-5.310163918123141872e-04
8.810000000000000497e+00,2.581797109696786288e-02,-4.736504896066837480e-04,-4.606103528924914564e-04
8.820000000000000284e+00,2.480639107161928744e-02,4.236143604594852854e-04,-3.336282221728895537e-04
8.830000000000000071e+00,2.363589620139785324e-02,1.301336891291152154e-03,-1.656218851351314416e-04
8.839999999999999858e+00,2.231600296234947586e-02,2.126639177375800292e-03,2.470317441693253374e-05
8.849999999999999645e+00,2.085671193779169499e-02,2.868717001678326543e-03,2.166897684330038043e-04
8.859999999999999432e+00,1.926776272116818844e-02,3.499294377255824252e-03,3.892147580994747744e-04
8.869999999999999218e+00,1.755948286286596743e-02,3.994539953976552343e-03,5.236834516968771067e-04
8.880000000000000782e+00,1.574334177370376522e-02,4.336500407358526328e-03,6.063784418150494713e-04
8.890000000000000568e+00,1.383002691075214084e-02,4.511853466652890506e-03,6.278613186039229323e-04
8.900000000000000355e+00,1.182709654802406411e-02,4.510071665246933974e-03,5.815468051478081849e-04
8.910000000000000142e+00,9.739380343852495694e-03,4.324186568665734989e-03,4.646508373235695754e-04
8.919999999999999929e+00,7.570917613308085665e-03,3.952906582103717613e-03,2.801843081460482282e-04
8.929999999999999716e+00,5.325211357224099960e-03,3.400829732188899099e-03,3.668325276270154435e-05
8.939999999999999503e+00,3.004466526465707308e-03,2.677427464781304608e-03,-2.535749627572738687e-04
8.949999999999999289e+00,6.106715693452359093e-04,1.797669092510390193e-03,-5.748979265543669717e-04
8.960000000000000853e+00,-1.852140675039383932e-03,7.836000171447042410e-04,-9.076893786827138107e-04
8.970000000000000639e+00,-4.377256048919811286e-03,-3.359444758851911923e-04,-1.229894470744151164e-03
8.980000000000000426e+00,-6.955973166197513061e-03,-1.527163306329609900e-03,-1.519884065810949564e-03
8.990000000000000213e+00,-9.577533836225711125e-03,-2.752502402011300971e-03,-1.758436900347665937e-03
9.000000000000000000e+00,-1.222855028459872255e-02,-3.971472684992195974e-03,-1.929903548142753583e-03
9.009999999999999787e+00,-1.489299665770180310e-02,-5.142095490739402412e-03,-2.023487607339033260e-03
9.019999999999999574e+00,-1.755214483256056085e-02,-6.222301994239499284e-03,-2.033921337605723925e-03
9.029999999999999361e+00,-2.018428446166111584e-02,-7.171076188926234218e-03,-1.961338908676236222e-03
9.039999999999999147e+00,-2.276568473422299274e-02,-7.950738324538079299e-03,-1.811788997376100920e-03
9.050000000000000711e+00,-2.527264358334647271e-02,-8.530126540788444262e-03,-1.598178469820599537e-03
9.060000000000000497e+00,-2.768213271269172326e-02,-8.886104869140225640e-03,-1.339165803376976506e-03
9.070000000000000284e+00,-2.997076814559185981e-02,-9.003099251208042733e-03,-1.055931266096632546e-03
9.080000000000000071e+00,-3.211515430260341447e-02,-8.873703811911416717e-03,-7.701378849334131714e-04
9.089999999999999858e+00,-3.409441258556315801e-02,-8.501128690879697358e-03,-5.040292196847521826e-04
9.099999999999999645e+00,-3.589161126039332184e-02,-7.900158345549149197e-03,-2.794485492196357654e-04
9.109999999999999432e+00,-3.749271650050815807e-02,-7.095251776771654278e-03,-1.145961360088711698e-04
9.119999999999999218e+00,-3.888588453318879423e-02,-6.118665646224504158e-03,-2.161976108341810441e-05
9.130000000000000782e+00,-4.006215318614020360e-02,-5.009712501689803782e-03,-6.257641282130108133e-06
9.140000000000000568e+00,-4.101461586786067648e-02,-3.812297658943208239e-03,-6.669936602608726706e-05
9.150000000000000355e+00,-4.173546208644723921e-02,-2.570233322198429288e-03,-1.911999263967799768e-04
9.160000000000000142e+00,-4.221486517277420886e-02,-1.324437902445648515e-03,-3.585199528751680529e-04
9.169999999999999929e+00,-4.244333712577749718e-02,-1.136957549140227476e-04,-5.425962007990378861e-04
9.179999999999999716e+00,-4.241354259146055961e-02,1.025029350619490473e-03,-7.170010060112062779e-04
9.189999999999999503e+00,-4.211907631345834097e-02,2.059185055484569465e-03,-8.563683379895907803e-04
9.199999999999999289e+00,-4.155381396680477013e-02,2.962443993704641943e-03,-9.382035454463171029e-04
9.210000000000000853e+00,-4.071479560715893925e-02,3.712766023153619803e-03,-9.477244721870891741e-04
9.220000000000000639e+00,-3.960536631352130910e-02,4.290036114387504353e-03,-8.820327901791957716e-04
9.230000000000000426e+00,-3.823483389001307992e-02,4.677041422234573531e-03,-7.496609283510271031e-04
9.240000000000000213e+00,-3.661649665523462188e-02,4.861889656785976614e-03,-5.674779585664516254e-04
9.250000000000000000e+00,-3.476706204004540585e-02,4.838796856442783255e-03,-3.582437608258873772e-04
9.259999999999999787e+00,-3.270598211985481507e-02,4.608693617653907698e-03,-1.476188484830116561e-04
9.269999999999999574e+00,-3.045239731762077948e-02,4.181914944890835831e-03,4.127461736750053076e-05
9.279999999999999361e+00,-2.802174887953299068e-02,3.580841269902676569e-03,1.931628930183980851e-04
9.289999999999999147e+00,-2.542534400155924482e-02,2.839178496854110299e-03,3.021527795386295327e-04
9.300000000000000711e+00,-2.267206419590872893e-02,1.998745694530213845e-03,3.702450523982970219e-04
9.310000000000000497e+00,-1.976949438856496349e-02,1.106595440488236963e-03,4.056858374081043694e-04
9.320000000000000284e+00,-1.672451440961939331e-02,2.125238840293009054e-04,4.212827688551651177e-04
9.330000000000000071e+00,-1.354462261143684655e-02,-6.341967521432058559e-04,4.316348136285015624e-04
9.339999999999999858e+00,-1.023918604204421441e-02,-1.387946520818333484e-03,4.503533555412669626e-04
9.349999999999999645e+00,-6.819450757559559692e-03,-2.008489539748901844e-03,4.886626094804441458e-04
